X [m],Y [m],Z [m],Heat Transfer Coefficient [W/m^2/K]
0.0145,0.0155,0.003,3.716246168
0.0145,0.0165,0,4.932727863
0.0145,0.0165,0.003,3.433785623
0.0145,0.0175,0,4.848650587
0.0145,0.0175,0.003,3.156184804
0.0145,0.0185,0,4.764573311
0.0145,0.0185,0.003,2.878583985
0.0145,0.0195,0,4.680496035
0.0145,0.0195,0.003,2.600983166
0.0145,0.0205,0,4.613399884
0.0145,0.0205,0.003,2.612511832
0.0145,0.0215,0,4.548212883
0.0145,0.0215,0.003,2.656546699
0.0145,0.0225,0,4.483025882
0.0145,0.0225,0.003,2.700581565
0.0145,0.0235,0,4.417838881
0.0145,0.0235,0.003,2.744616431
0.0145,0.0245,0,4.348767597
0.0145,0.0245,0.003,2.859481059
0.0145,0.0255,0,4.279612728
0.0145,0.0255,0.003,2.975869842
0.0145,0.0265,0,4.210457859
0.0145,0.0265,0.003,3.092258625
0.0145,0.0275,0,4.139926563
0.0145,0.0275,0.003,3.199689003
0.0145,0.0285,0,4.047416572
0.0145,0.0285,0.003,3.164072238
0.0145,0.0295,0,3.954906582
0.0145,0.0295,0.003,3.128455474
0.0145,0.0305,0,3.862396591
0.0145,0.0305,0.003,3.092838709
0.0145,0.0315,0,3.76613437
0.0145,0.0315,0.003,3.049576945
0.0145,0.0325,0,3.646617236
0.0145,0.0325,0.003,2.958934342
0.0145,0.0335,0,3.527100102
0.0145,0.0335,0.003,2.868291739
0.0145,0.0345,0,3.407582968
0.0145,0.0345,0.003,2.777649136
0.0145,0.0355,0,3.285421653
0.0145,0.0355,0.003,2.699180546
0.0145,0.0365,0,3.153827034
0.0145,0.0365,0.003,2.664143618
0.0145,0.0375,0,3.022232415
0.0145,0.0375,0.003,2.62910669
0.0145,0.0385,0,2.890637796
0.0145,0.0385,0.003,2.594069762
0.0145,0.0395,0,2.767486338
0.0145,0.0395,0.003,2.574627976
0.0145,0.0405,0,2.664135881
0.0145,0.0405,0.003,2.591760103
0.0145,0.0415,0,2.560785424
0.0145,0.0415,0.003,2.608892231
0.0145,0.0425,0,2.457434967
0.0145,0.0425,0.003,2.626024358
0.0145,0.0435,0,2.375048053
0.0145,0.0435,0.003,2.634475475
0.0145,0.0445,0,2.327019903
0.0145,0.0445,0.003,2.628698617
0.0145,0.0455,0,2.278991752
0.0145,0.0455,0.003,2.622921758
0.0145,0.0465,0,2.230963602
0.0145,0.0465,0.003,2.6171449
0.0145,0.0475,0,2.22172851
0.0145,0.0475,0.003,2.583144647
0.0145,0.0485,0,2.258228848
0.0145,0.0485,0.003,2.515870166
0.0145,0.0495,0,2.294729186
0.0145,0.0495,0.003,2.448595685
0.0145,0.0505,0,2.331229524
0.0145,0.0505,0.003,2.381321205
0.0145,0.0515,0,2.401424606
0.0145,0.0515,0.003,2.296412721
0.0145,0.0525,0,2.500445956
0.0145,0.0525,0.003,2.196418131
0.0145,0.0535,0,2.599467306
0.0145,0.0535,0.003,2.096423541
0.0145,0.0545,0,2.698488656
0.0145,0.0545,0.003,1.996428951
0.0145,0.0555,0,2.797199329
0.0145,0.0555,0.003,1.921645961
0.0145,0.0565,0,2.895718724
0.0145,0.0565,0.003,1.86238523
0.0145,0.0575,0,2.99423812
0.0145,0.0575,0.003,1.8031245
0.0145,0.0585,0,3.092757515
0.0145,0.0585,0.003,1.743863769
0.0145,0.0595,0,3.17674375
0.0145,0.0595,0.003,1.733123619
0.0145,0.0605,0,3.254469845
0.0145,0.0605,0.003,1.743283648
0.0145,0.0615,0,3.332195939
0.0145,0.0615,0.003,1.753443678
0.0145,0.0625,0,3.409922033
0.0145,0.0625,0.003,1.763603707
0.0145,0.0635,0,3.474165297
0.0145,0.0635,0.003,1.813880734
0.0145,0.0645,0,3.534582072
0.0145,0.0645,0.003,1.875543149
0.0145,0.0655,0,3.594998847
0.0145,0.0655,0.003,1.937205564
0.0145,0.0665,0,3.655415621
0.0145,0.0665,0.003,1.99886798
0.0145,0.0675,0,3.71646404
0.0145,0.0675,0.003,2.081303735
0.0145,0.0685,0,3.777616196
0.0145,0.0685,0.003,2.167151154
0.0145,0.0695,0,3.838768352
0.0145,0.0695,0.003,2.252998573
0.0145,0.0705,0,3.899920508
0.0145,0.0705,0.003,2.338845993
0.0145,0.0715,0,3.958892638
0.0145,0.0715,0.003,2.412412939
0.0145,0.0725,0,4.017722986
0.0145,0.0725,0.003,2.485181202
0.0145,0.0735,0,4.076553334
0.0145,0.0735,0.003,2.557949466
0.0145,0.0745,0,4.134880776
0.0145,0.0745,0.003,2.629864654
0.0145,0.0755,0,4.167151119
0.0145,0.0755,0.003,2.657579435
0.0145,0.0765,0,4.199421463
0.0145,0.0765,0.003,2.685294216
0.0145,0.0775,0,4.231691806
0.0145,0.0775,0.003,2.713008998
0.0145,0.0785,0,4.262174629
0.0145,0.0785,0.003,2.736492748
0.0145,0.0795,0,4.276377299
0.0145,0.0795,0.003,2.721441643
0.0145,0.0805,0,4.290579968
0.0145,0.0805,0.003,2.706390538
0.0145,0.0815,0,4.304782638
0.0145,0.0815,0.003,2.691339432
0.0145,0.0825,0,4.321379318
0.0145,0.0825,0.003,2.674161652
0.0145,0.0835,0,4.348961227
0.0145,0.0835,0.003,2.647225348
0.0145,0.0845,0,4.376543136
0.0145,0.0845,0.003,2.620289043
0.0145,0.0855,0,4.404125045
0.0145,0.0855,0.003,2.593352738
0.0145,0.0865,0,4.444722152
0.0145,0.0865,0.003,2.572177367
0.0145,0.0875,0,4.522568457
0.0145,0.0875,0.003,2.567489654
0.0145,0.0885,0,4.600414762
0.0145,0.0885,0.003,2.562801941
0.0145,0.0895,0,4.678261067
0.0145,0.0895,0.003,2.558114228
0.0145,0.0905,0,4.797484791
0.0145,0.0905,0.003,2.566833202
0.0145,0.0915,0,4.997411884
0.0145,0.0915,0.003,2.601700854
0.0145,0.0925,0,5.197338977
0.0145,0.0925,0.003,2.636568506
0.0145,0.0935,0,5.39726607
0.0145,0.0935,0.003,2.671436158
0.0145,0.0945,0,6.637126569
0.0145,0.0945,0.003,3.226505723
0.0145,0.0955,0,9.319381693
0.0145,0.0955,0.003,4.503098839
0.0145,0.0965,0,12.00163682
0.0145,0.0965,0.003,5.779691955
0.0145,0.0975,0,14.68389194
0.0145,0.0975,0.003,7.05628507
0.0145,0.0985,0,16.50452955
0.0145,0.0985,0.003,7.92987974
0.0145,0.0995,0,17.45987037
0.0145,0.0995,0.003,8.398755078
0.0155,0.0005,0,5.428997768
0.0155,0.0005,0.003,3.363525946
0.0155,0.0015,0,5.436472654
0.0155,0.0015,0.003,3.551429652
0.0155,0.0025,0,5.443947539
0.0155,0.0025,0.003,3.739333357
0.0155,0.0035,0,5.451422424
0.0155,0.0035,0.003,3.927237062
0.0155,0.0045,0,5.448149133
0.0155,0.0045,0.003,4.156536977
0.0155,0.0055,0,5.43705857
0.0155,0.0055,0.003,4.415944823
0.0155,0.0065,0,5.425968008
0.0155,0.0065,0.003,4.67535267
0.0155,0.0075,0,5.414877445
0.0155,0.0075,0.003,4.934760516
0.0155,0.0085,0,5.378708905
0.0155,0.0085,0.003,5.021022261
0.0155,0.0095,0,5.329559977
0.0155,0.0095,0.003,5.017663408
0.0155,0.0105,0,5.280411049
0.0155,0.0105,0.003,5.014304555
0.0155,0.0115,0,5.231262121
0.0155,0.0115,0.003,5.010945702
0.0155,0.0125,0,5.163521091
0.0155,0.0125,0.003,4.78559346
0.0155,0.0135,0,5.08921148
0.0155,0.0135,0.003,4.48181106
0.0155,0.0145,0,5.014901869
0.0155,0.0145,0.003,4.178028661
0.0155,0.0155,0,4.940592258
0.0155,0.0155,0.003,3.874246262
0.0155,0.0165,0,4.861230738
0.0155,0.0165,0.003,3.5487532
0.0155,0.0175,0,4.780752247
0.0155,0.0175,0.003,3.218459943
0.0155,0.0185,0,4.700273756
0.0155,0.0185,0.003,2.888166685
0.0155,0.0195,0,4.619795265
0.0155,0.0195,0.003,2.557873427
0.0155,0.0205,0,4.553966588
0.0155,0.0205,0.003,2.51756008
0.0155,0.0215,0,4.489784958
0.0155,0.0215,0.003,2.509848543
0.0155,0.0225,0,4.425603328
0.0155,0.0225,0.003,2.502137007
0.0155,0.0235,0,4.361421698
0.0155,0.0235,0.003,2.49442547
0.0155,0.0245,0,4.292103107
0.0155,0.0245,0.003,2.606167111
0.0155,0.0255,0,4.222673976
0.0155,0.0255,0.003,2.720479213
0.0155,0.0265,0,4.153244845
0.0155,0.0265,0.003,2.834791315
0.0155,0.0275,0,4.082378032
0.0155,0.0275,0.003,2.941118422
0.0155,0.0285,0,3.988554438
0.0155,0.0285,0.003,2.91994173
0.0155,0.0295,0,3.894730844
0.0155,0.0295,0.003,2.898765038
0.0155,0.0305,0,3.800907249
0.0155,0.0305,0.003,2.877588345
0.0155,0.0315,0,3.703084028
0.0155,0.0315,0.003,2.847424878
0.0155,0.0325,0,3.580472619
0.0155,0.0325,0.003,2.761564753
0.0155,0.0335,0,3.45786121
0.0155,0.0335,0.003,2.675704627
0.0155,0.0345,0,3.3352498
0.0155,0.0345,0.003,2.589844502
0.0155,0.0355,0,3.210856347
0.0155,0.0355,0.003,2.514511457
0.0155,0.0365,0,3.080105321
0.0155,0.0365,0.003,2.476734528
0.0155,0.0375,0,2.949354296
0.0155,0.0375,0.003,2.438957598
0.0155,0.0385,0,2.818603271
0.0155,0.0385,0.003,2.401180669
0.0155,0.0395,0,2.697924881
0.0155,0.0395,0.003,2.380329837
0.0155,0.0405,0,2.600868959
0.0155,0.0405,0.003,2.399174293
0.0155,0.0415,0,2.503813037
0.0155,0.0415,0.003,2.418018749
0.0155,0.0425,0,2.406757115
0.0155,0.0425,0.003,2.436863205
0.0155,0.0435,0,2.331840212
0.0155,0.0435,0.003,2.450225874
0.0155,0.0445,0,2.293208652
0.0155,0.0445,0.003,2.45460402
0.0155,0.0455,0,2.254577092
0.0155,0.0455,0.003,2.458982167
0.0155,0.0465,0,2.215945532
0.0155,0.0465,0.003,2.463360313
0.0155,0.0475,0,2.217044614
0.0155,0.0475,0.003,2.442980095
0.0155,0.0485,0,2.264984497
0.0155,0.0485,0.003,2.393410776
0.0155,0.0495,0,2.31292438
0.0155,0.0495,0.003,2.343841457
0.0155,0.0505,0,2.360864263
0.0155,0.0505,0.003,2.294272138
0.0155,0.0515,0,2.439892029
0.0155,0.0515,0.003,2.224449746
0.0155,0.0525,0,2.545515861
0.0155,0.0525,0.003,2.137300601
0.0155,0.0535,0,2.651139693
0.0155,0.0535,0.003,2.050151455
0.0155,0.0545,0,2.756763525
0.0155,0.0545,0.003,1.96300231
0.0155,0.0555,0,2.858283077
0.0155,0.0555,0.003,1.894280927
0.0155,0.0565,0,2.957275709
0.0155,0.0565,0.003,1.836905137
0.0155,0.0575,0,3.056268342
0.0155,0.0575,0.003,1.779529346
0.0155,0.0585,0,3.155260974
0.0155,0.0585,0.003,1.722153555
0.0155,0.0595,0,3.239595029
0.0155,0.0595,0.003,1.711376271
0.0155,0.0605,0,3.31761492
0.0155,0.0605,0.003,1.720671236
0.0155,0.0615,0,3.395634811
0.0155,0.0615,0.003,1.729966202
0.0155,0.0625,0,3.473654702
0.0155,0.0625,0.003,1.739261167
0.0155,0.0635,0,3.53728641
0.0155,0.0635,0.003,1.794500573
0.0155,0.0645,0,3.596834685
0.0155,0.0645,0.003,1.862779224
0.0155,0.0655,0,3.65638296
0.0155,0.0655,0.003,1.931057875
0.0155,0.0665,0,3.715931235
0.0155,0.0665,0.003,1.999336526
0.0155,0.0675,0,3.777626667
0.0155,0.0675,0.003,2.095885855
0.0155,0.0685,0,3.839674733
0.0155,0.0685,0.003,2.197078159
0.0155,0.0695,0,3.901722799
0.0155,0.0695,0.003,2.298270462
0.0155,0.0705,0,3.963770865
0.0155,0.0705,0.003,2.399462765
0.0155,0.0715,0,4.021620816
0.0155,0.0715,0.003,2.486413374
0.0155,0.0725,0,4.079197735
0.0155,0.0725,0.003,2.572437748
0.0155,0.0735,0,4.136774654
0.0155,0.0735,0.003,2.658462123
0.0155,0.0745,0,4.193724723
0.0155,0.0745,0.003,2.743419104
0.0155,0.0755,0,4.218195788
0.0155,0.0755,0.003,2.773071157
0.0155,0.0765,0,4.242666852
0.0155,0.0765,0.003,2.802723211
0.0155,0.0775,0,4.267137916
0.0155,0.0775,0.003,2.832375264
0.0155,0.0785,0,4.290185583
0.0155,0.0785,0.003,2.856825256
0.0155,0.0795,0,4.300269406
0.0155,0.0795,0.003,2.833896561
0.0155,0.0805,0,4.310353229
0.0155,0.0805,0.003,2.810967867
0.0155,0.0815,0,4.320437052
0.0155,0.0815,0.003,2.788039172
0.0155,0.0825,0,4.333725087
0.0155,0.0825,0.003,2.762108593
0.0155,0.0835,0,4.361716068
0.0155,0.0835,0.003,2.722403477
0.0155,0.0845,0,4.38970705
0.0155,0.0845,0.003,2.682698362
0.0155,0.0855,0,4.417698031
0.0155,0.0855,0.003,2.642993246
0.0155,0.0865,0,4.458714814
0.0155,0.0865,0.003,2.609213919
0.0155,0.0875,0,4.537011146
0.0155,0.0875,0.003,2.592394063
0.0155,0.0885,0,4.615307477
0.0155,0.0885,0.003,2.575574208
0.0155,0.0895,0,4.693603809
0.0155,0.0895,0.003,2.558754352
0.0155,0.0905,0,4.813064082
0.0155,0.0905,0.003,2.558434557
0.0155,0.0915,0,5.012811357
0.0155,0.0915,0.003,2.590296818
0.0155,0.0925,0,5.212558632
0.0155,0.0925,0.003,2.62215908
0.0155,0.0935,0,5.412305907
0.0155,0.0935,0.003,2.654021342
0.0155,0.0945,0,6.649793156
0.0155,0.0945,0.003,3.201779226
0.0155,0.0955,0,9.326632723
0.0155,0.0955,0.003,4.465087806
0.0155,0.0965,0,12.00347229
0.0155,0.0965,0.003,5.728396387
0.0155,0.0975,0,14.68031186
0.0155,0.0975,0.003,6.991704967
0.0155,0.0985,0,16.49732541
0.0155,0.0985,0.003,7.855852172
0.0155,0.0995,0,17.4508413
0.0155,0.0995,0.003,8.319133502
0.0165,0.0005,0,5.318515803
0.0165,0.0005,0.003,3.266144274
0.0165,0.0015,0,5.326483721
0.0165,0.0015,0.003,3.459425404
0.0165,0.0025,0,5.334451639
0.0165,0.0025,0.003,3.652706534
0.0165,0.0035,0,5.342419557
0.0165,0.0035,0.003,3.845987664
0.0165,0.0045,0,5.340463172
0.0165,0.0045,0.003,4.087476425
0.0165,0.0055,0,5.33128873
0.0165,0.0055,0.003,4.364027144
0.0165,0.0065,0,5.322114288
0.0165,0.0065,0.003,4.640577862
0.0165,0.0075,0,5.312939847
0.0165,0.0075,0.003,4.91712858
0.0165,0.0085,0,5.279041803
0.0165,0.0085,0.003,5.023864812
0.0165,0.0095,0,5.232346798
0.0165,0.0095,0.003,5.042704895
0.0165,0.0105,0,5.185651793
0.0165,0.0105,0.003,5.061544978
0.0165,0.0115,0,5.138956788
0.0165,0.0115,0.003,5.08038506
0.0165,0.0125,0,5.074243571
0.0165,0.0125,0.003,4.868913748
0.0165,0.0135,0,5.003164528
0.0165,0.0135,0.003,4.576073532
0.0165,0.0145,0,4.932085485
0.0165,0.0145,0.003,4.283233316
0.0165,0.0155,0,4.861006442
0.0165,0.0155,0.003,3.9903931
0.0165,0.0165,0,4.785429033
0.0165,0.0165,0.003,3.641181905
0.0165,0.0175,0,4.708857043
0.0165,0.0175,0.003,3.279507168
0.0165,0.0185,0,4.632285052
0.0165,0.0185,0.003,2.917832432
0.0165,0.0195,0,4.555713061
0.0165,0.0195,0.003,2.556157696
0.0165,0.0205,0,4.490809215
0.0165,0.0205,0.003,2.462239344
0.0165,0.0215,0,4.427217194
0.0165,0.0215,0.003,2.398424261
0.0165,0.0225,0,4.363625172
0.0165,0.0225,0.003,2.334609178
0.0165,0.0235,0,4.30003315
0.0165,0.0235,0.003,2.270794095
0.0165,0.0245,0,4.229219728
0.0165,0.0245,0.003,2.362025453
0.0165,0.0255,0,4.158250911
0.0165,0.0255,0.003,2.45659319
0.0165,0.0265,0,4.087282095
0.0165,0.0265,0.003,2.551160927
0.0165,0.0275,0,4.014793871
0.0165,0.0275,0.003,2.639628143
0.0165,0.0285,0,3.918043869
0.0165,0.0285,0.003,2.630682687
0.0165,0.0295,0,3.821293867
0.0165,0.0295,0.003,2.621737231
0.0165,0.0305,0,3.724543865
0.0165,0.0305,0.003,2.612791776
0.0165,0.0315,0,3.623918111
0.0165,0.0315,0.003,2.594684502
0.0165,0.0325,0,3.499271895
0.0165,0.0325,0.003,2.519795722
0.0165,0.0335,0,3.374625678
0.0165,0.0335,0.003,2.444906942
0.0165,0.0345,0,3.249979462
0.0165,0.0345,0.003,2.370018162
0.0165,0.0355,0,3.124801974
0.0165,0.0355,0.003,2.304186133
0.0165,0.0365,0,2.997729135
0.0165,0.0365,0.003,2.270664714
0.0165,0.0375,0,2.870656297
0.0165,0.0375,0.003,2.237143295
0.0165,0.0385,0,2.743583458
0.0165,0.0385,0.003,2.203621876
0.0165,0.0395,0,2.628050797
0.0165,0.0395,0.003,2.188037635
0.0165,0.0405,0,2.5395823
0.0165,0.0405,0.003,2.21451988
0.0165,0.0415,0,2.451113803
0.0165,0.0415,0.003,2.241002125
0.0165,0.0425,0,2.362645305
0.0165,0.0425,0.003,2.26748437
0.0165,0.0435,0,2.2981909
0.0165,0.0435,0.003,2.29260084
0.0165,0.0445,0,2.273095038
0.0165,0.0445,0.003,2.315478836
0.0165,0.0455,0,2.247999177
0.0165,0.0455,0.003,2.338356832
0.0165,0.0465,0,2.222903315
0.0165,0.0465,0.003,2.361234828
0.0165,0.0475,0,2.236657451
0.0165,0.0475,0.003,2.362623781
0.0165,0.0485,0,2.296214145
0.0165,0.0485,0.003,2.33867803
0.0165,0.0495,0,2.355770838
0.0165,0.0495,0.003,2.31473228
0.0165,0.0505,0,2.415327532
0.0165,0.0505,0.003,2.290786529
0.0165,0.0515,0,2.501561805
0.0165,0.0515,0.003,2.244177646
0.0165,0.0525,0,2.610619075
0.0165,0.0525,0.003,2.178180174
0.0165,0.0535,0,2.719676345
0.0165,0.0535,0.003,2.112182702
0.0165,0.0545,0,2.828733615
0.0165,0.0545,0.003,2.04618523
0.0165,0.0555,0,2.931596464
0.0165,0.0555,0.003,1.990293126
0.0165,0.0565,0,3.030645537
0.0165,0.0565,0.003,1.940622686
0.0165,0.0575,0,3.12969461
0.0165,0.0575,0.003,1.890952246
0.0165,0.0585,0,3.228743683
0.0165,0.0585,0.003,1.841281806
0.0165,0.0595,0,3.31218527
0.0165,0.0595,0.003,1.831355303
0.0165,0.0605,0,3.388903951
0.0165,0.0605,0.003,1.838548452
0.0165,0.0615,0,3.465622632
0.0165,0.0615,0.003,1.845741601
0.0165,0.0625,0,3.542341313
0.0165,0.0625,0.003,1.852934749
0.0165,0.0635,0,3.605704603
0.0165,0.0635,0.003,1.904608909
0.0165,0.0645,0,3.665277572
0.0165,0.0645,0.003,1.968906985
0.0165,0.0655,0,3.724850541
0.0165,0.0655,0.003,2.033205061
0.0165,0.0665,0,3.78442351
0.0165,0.0665,0.003,2.097503138
0.0165,0.0675,0,3.846281597
0.0165,0.0675,0.003,2.190986429
0.0165,0.0685,0,3.908514975
0.0165,0.0685,0.003,2.289262891
0.0165,0.0695,0,3.970748354
0.0165,0.0695,0.003,2.387539354
0.0165,0.0705,0,4.032981732
0.0165,0.0705,0.003,2.485815816
0.0165,0.0715,0,4.085325226
0.0165,0.0715,0.003,2.568900244
0.0165,0.0725,0,4.137025513
0.0165,0.0725,0.003,2.650996631
0.0165,0.0735,0,4.188725801
0.0165,0.0735,0.003,2.733093019
0.0165,0.0745,0,4.239806414
0.0165,0.0745,0.003,2.814083597
0.0165,0.0755,0,4.258779834
0.0165,0.0755,0.003,2.837778856
0.0165,0.0765,0,4.277753254
0.0165,0.0765,0.003,2.861474114
0.0165,0.0775,0,4.296726673
0.0165,0.0775,0.003,2.885169373
0.0165,0.0785,0,4.314764519
0.0165,0.0785,0.003,2.903658924
0.0165,0.0795,0,4.324281454
0.0165,0.0795,0.003,2.874736592
0.0165,0.0805,0,4.333798389
0.0165,0.0805,0.003,2.84581426
0.0165,0.0815,0,4.343315324
0.0165,0.0815,0.003,2.816891928
0.0165,0.0825,0,4.356154388
0.0165,0.0825,0.003,2.785208612
0.0165,0.0835,0,4.384237476
0.0165,0.0835,0.003,2.740856166
0.0165,0.0845,0,4.412320563
0.0165,0.0845,0.003,2.696503719
0.0165,0.0855,0,4.44040365
0.0165,0.0855,0.003,2.652151273
0.0165,0.0865,0,4.481201147
0.0165,0.0865,0.003,2.614084217
0.0165,0.0875,0,4.558386993
0.0165,0.0875,0.003,2.594005806
0.0165,0.0885,0,4.635572839
0.0165,0.0885,0.003,2.573927396
0.0165,0.0895,0,4.712758686
0.0165,0.0895,0.003,2.553848985
0.0165,0.0905,0,4.830951961
0.0165,0.0905,0.003,2.551432123
0.0165,0.0915,0,5.029126972
0.0165,0.0915,0.003,2.583462713
0.0165,0.0925,0,5.227301982
0.0165,0.0925,0.003,2.615493302
0.0165,0.0935,0,5.425476993
0.0165,0.0935,0.003,2.647523892
0.0165,0.0945,0,6.658807321
0.0165,0.0945,0.003,3.190594349
0.0165,0.0955,0,9.327905034
0.0165,0.0955,0.003,4.442480539
0.0165,0.0965,0,11.99700275
0.0165,0.0965,0.003,5.694366728
0.0165,0.0975,0,14.66610046
0.0165,0.0975,0.003,6.946252918
0.0165,0.0985,0,16.47791129
0.0165,0.0985,0.003,7.802315073
0.0165,0.0995,0,17.42877445
0.0165,0.0995,0.003,8.260862943
0.0175,0.0005,0,5.207524477
0.0175,0.0005,0.003,3.151012539
0.0175,0.0015,0,5.215971665
0.0175,0.0015,0.003,3.349191519
0.0175,0.0025,0,5.224418853
0.0175,0.0025,0.003,3.547370499
0.0175,0.0035,0,5.232866041
0.0175,0.0035,0.003,3.745549479
0.0175,0.0045,0,5.232011307
0.0175,0.0045,0.003,3.999047371
0.0175,0.0055,0,5.224391181
0.0175,0.0055,0.003,4.292779333
0.0175,0.0065,0,5.216771055
0.0175,0.0065,0.003,4.586511296
0.0175,0.0075,0,5.209150928
0.0175,0.0075,0.003,4.880243259
0.0175,0.0085,0,5.177350241
0.0175,0.0085,0.003,5.007713348
0.0175,0.0095,0,5.13303367
0.0175,0.0095,0.003,5.049126124
0.0175,0.0105,0,5.0887171
0.0175,0.0105,0.003,5.0905389
0.0175,0.0115,0,5.044400529
0.0175,0.0115,0.003,5.131951675
0.0175,0.0125,0,4.982933319
0.0175,0.0125,0.003,4.936140942
0.0175,0.0135,0,4.915406797
0.0175,0.0135,0.003,4.656519258
0.0175,0.0145,0,4.847880274
0.0175,0.0145,0.003,4.376897575
0.0175,0.0155,0,4.780353752
0.0175,0.0155,0.003,4.097275891
0.0175,0.0165,0,4.708674529
0.0175,0.0165,0.003,3.728621722
0.0175,0.0175,0,4.636077149
0.0175,0.0175,0.003,3.340282601
0.0175,0.0185,0,4.56347977
0.0175,0.0185,0.003,2.951943479
0.0175,0.0195,0,4.490882391
0.0175,0.0195,0.003,2.563604357
0.0175,0.0205,0,4.426827533
0.0175,0.0205,0.003,2.415690771
0.0175,0.0215,0,4.363733093
0.0175,0.0215,0.003,2.294807705
0.0175,0.0225,0,4.300638652
0.0175,0.0225,0.003,2.173924639
0.0175,0.0235,0,4.237544211
0.0175,0.0235,0.003,2.053041573
0.0175,0.0245,0,4.164959823
0.0175,0.0245,0.003,2.119914045
0.0175,0.0255,0,4.092171225
0.0175,0.0255,0.003,2.190826748
0.0175,0.0265,0,4.019382627
0.0175,0.0265,0.003,2.26173945
0.0175,0.0275,0,3.944988364
0.0175,0.0275,0.003,2.328637765
0.0175,0.0285,0,3.844954967
0.0175,0.0285,0.003,2.331434629
0.0175,0.0295,0,3.74492157
0.0175,0.0295,0.003,2.334231493
0.0175,0.0305,0,3.644888174
0.0175,0.0305,0.003,2.337028357
0.0175,0.0315,0,3.541185077
0.0175,0.0315,0.003,2.330746612
0.0175,0.0325,0,3.414738563
0.0175,0.0325,0.003,2.268199058
0.0175,0.0335,0,3.288292049
0.0175,0.0335,0.003,2.205651503
0.0175,0.0345,0,3.161845535
0.0175,0.0345,0.003,2.143103949
0.0175,0.0355,0,3.036204544
0.0175,0.0355,0.003,2.088181907
0.0175,0.0365,0,2.913437318
0.0175,0.0365,0.003,2.060464426
0.0175,0.0375,0,2.790670091
0.0175,0.0375,0.003,2.032746945
0.0175,0.0385,0,2.667902865
0.0175,0.0385,0.003,2.005029464
0.0175,0.0395,0,2.558107515
0.0175,0.0395,0.003,1.996189439
0.0175,0.0405,0,2.478733964
0.0175,0.0405,0.003,2.031621049
0.0175,0.0415,0,2.399360413
0.0175,0.0415,0.003,2.067052659
0.0175,0.0425,0,2.319986862
0.0175,0.0425,0.003,2.102484269
0.0175,0.0435,0,2.266657329
0.0175,0.0435,0.003,2.140869044
0.0175,0.0445,0,2.25601334
0.0175,0.0445,0.003,2.184093987
0.0175,0.0455,0,2.245369351
0.0175,0.0455,0.003,2.22731893
0.0175,0.0465,0,2.234725363
0.0175,0.0465,0.003,2.270543872
0.0175,0.0475,0,2.26164827
0.0175,0.0475,0.003,2.295505775
0.0175,0.0485,0,2.332861011
0.0175,0.0485,0.003,2.298936299
0.0175,0.0495,0,2.404073753
0.0175,0.0495,0.003,2.302366823
0.0175,0.0505,0,2.475286494
0.0175,0.0505,0.003,2.305797347
0.0175,0.0515,0,2.568367326
0.0175,0.0515,0.003,2.284200943
0.0175,0.0525,0,2.68015658
0.0175,0.0525,0.003,2.241193694
0.0175,0.0535,0,2.791945833
0.0175,0.0535,0.003,2.198186445
0.0175,0.0545,0,2.903735086
0.0175,0.0545,0.003,2.155179197
0.0175,0.0555,0,3.007616832
0.0175,0.0555,0.003,2.113614366
0.0175,0.0565,0,3.106630089
0.0175,0.0565,0.003,2.072937601
0.0175,0.0575,0,3.205643346
0.0175,0.0575,0.003,2.032260836
0.0175,0.0585,0,3.304656603
0.0175,0.0585,0.003,1.991584072
0.0175,0.0595,0,3.386931189
0.0175,0.0595,0.003,1.982704886
0.0175,0.0605,0,3.461995612
0.0175,0.0605,0.003,1.987522467
0.0175,0.0615,0,3.537060035
0.0175,0.0615,0.003,1.992340049
0.0175,0.0625,0,3.612124459
0.0175,0.0625,0.003,1.997157631
0.0175,0.0635,0,3.675295284
0.0175,0.0635,0.003,2.043378989
0.0175,0.0645,0,3.735090651
0.0175,0.0645,0.003,2.101350931
0.0175,0.0655,0,3.794886018
0.0175,0.0655,0.003,2.159322873
0.0175,0.0665,0,3.854681386
0.0175,0.0665,0.003,2.217294814
0.0175,0.0675,0,3.916594917
0.0175,0.0675,0.003,2.303909431
0.0175,0.0685,0,3.97885632
0.0175,0.0685,0.003,2.395228116
0.0175,0.0695,0,4.041117723
0.0175,0.0695,0.003,2.4865468
0.0175,0.0705,0,4.103379127
0.0175,0.0705,0.003,2.577865485
0.0175,0.0715,0,4.149245721
0.0175,0.0715,0.003,2.653265551
0.0175,0.0725,0,4.194046049
0.0175,0.0725,0.003,2.727630322
0.0175,0.0735,0,4.238846378
0.0175,0.0735,0.003,2.801995093
0.0175,0.0745,0,4.283063232
0.0175,0.0745,0.003,2.875254576
0.0175,0.0755,0,4.297048464
0.0175,0.0755,0.003,2.89124572
0.0175,0.0765,0,4.311033697
0.0175,0.0765,0.003,2.907236864
0.0175,0.0775,0,4.32501893
0.0175,0.0775,0.003,2.923228008
0.0175,0.0785,0,4.338583792
0.0175,0.0785,0.003,2.934223927
0.0175,0.0795,0,4.34832005
0.0175,0.0795,0.003,2.899724963
0.0175,0.0805,0,4.358056309
0.0175,0.0805,0.003,2.865225998
0.0175,0.0815,0,4.367792568
0.0175,0.0815,0.003,2.830727033
0.0175,0.0825,0,4.380815638
