X [m],Y [m],Z [m],Heat Transfer Coefficient [W/m^2/K]
0.0495,0.0465,0.003,6.047829396
0.0495,0.0475,0,4.870543663
0.0495,0.0475,0.003,6.276529547
0.0495,0.0485,0,4.859354676
0.0495,0.0485,0.003,6.41170139
0.0495,0.0495,0,4.848165689
0.0495,0.0495,0.003,6.546873232
0.0495,0.0505,0,4.836976701
0.0495,0.0505,0.003,6.682045074
0.0495,0.0515,0,4.817658673
0.0495,0.0515,0.003,6.728898425
0.0495,0.0525,0,4.791386151
0.0495,0.0525,0.003,6.70019422
0.0495,0.0535,0,4.765113628
0.0495,0.0535,0.003,6.671490016
0.0495,0.0545,0,4.738841105
0.0495,0.0545,0.003,6.642785811
0.0495,0.0555,0,4.713935107
0.0495,0.0555,0.003,6.485243921
0.0495,0.0565,0,4.68987045
0.0495,0.0565,0.003,6.248379338
0.0495,0.0575,0,4.665805792
0.0495,0.0575,0.003,6.011514755
0.0495,0.0585,0,4.641741134
0.0495,0.0585,0.003,5.774650172
0.0495,0.0595,0,4.607277397
0.0495,0.0595,0.003,5.423526313
0.0495,0.0605,0,4.568334268
0.0495,0.0605,0.003,5.02318541
0.0495,0.0615,0,4.529391139
0.0495,0.0615,0.003,4.622844508
0.0495,0.0625,0,4.490448011
0.0495,0.0625,0.003,4.222503605
0.0495,0.0635,0,4.441074454
0.0495,0.0635,0.003,3.835288405
0.0495,0.0645,0,4.388740694
0.0495,0.0645,0.003,3.45179834
0.0495,0.0655,0,4.336406934
0.0495,0.0655,0.003,3.068308275
0.0495,0.0665,0,4.284073173
0.0495,0.0665,0.003,2.684818211
0.0495,0.0675,0,4.228254428
0.0495,0.0675,0.003,2.458541445
0.0495,0.0685,0,4.171863334
0.0495,0.0685,0.003,2.258084263
0.0495,0.0695,0,4.115472241
0.0495,0.0695,0.003,2.057627081
0.0495,0.0705,0,4.059081147
0.0495,0.0705,0.003,1.857169899
0.0495,0.0715,0,4.009878714
0.0495,0.0715,0.003,1.841314328
0.0495,0.0725,0,3.961143809
0.0495,0.0725,0.003,1.837464648
0.0495,0.0735,0,3.912408904
0.0495,0.0735,0.003,1.833614969
0.0495,0.0745,0,3.863955569
0.0495,0.0745,0.003,1.831263828
0.0495,0.0755,0,3.830091213
0.0495,0.0755,0.003,1.906556542
0.0495,0.0765,0,3.796226858
0.0495,0.0765,0.003,1.981849255
0.0495,0.0775,0,3.762362502
0.0495,0.0775,0.003,2.057141969
0.0495,0.0785,0,3.730943788
0.0495,0.0785,0.003,2.131012549
0.0495,0.0795,0,3.72179918
0.0495,0.0795,0.003,2.191930808
0.0495,0.0805,0,3.712654571
0.0495,0.0805,0.003,2.252849067
0.0495,0.0815,0,3.703509962
0.0495,0.0815,0.003,2.313767326
0.0495,0.0825,0,3.700853552
0.0495,0.0825,0.003,2.370996957
0.0495,0.0835,0,3.727969085
0.0495,0.0835,0.003,2.411300833
0.0495,0.0845,0,3.755084617
0.0495,0.0845,0.003,2.451604709
0.0495,0.0855,0,3.782200149
0.0495,0.0855,0.003,2.491908585
0.0495,0.0865,0,3.826029257
0.0495,0.0865,0.003,2.535219273
0.0495,0.0875,0,3.917692237
0.0495,0.0875,0.003,2.587135385
0.0495,0.0885,0,4.009355217
0.0495,0.0885,0.003,2.639051498
0.0495,0.0895,0,4.101018197
0.0495,0.0895,0.003,2.69096761
0.0495,0.0905,0,4.238581428
0.0495,0.0905,0.003,2.750725896
0.0495,0.0915,0,4.465669455
0.0495,0.0915,0.003,2.82577972
0.0495,0.0925,0,4.692757481
0.0495,0.0925,0.003,2.900833543
0.0495,0.0935,0,4.919845508
0.0495,0.0935,0.003,2.975887367
0.0495,0.0945,0,6.121847789
0.0495,0.0945,0.003,3.61207444
0.0495,0.0955,0,8.676062693
0.0495,0.0955,0.003,5.0265571
0.0495,0.0965,0,11.2302776
0.0495,0.0965,0.003,6.441039761
0.0495,0.0975,0,13.7844925
0.0495,0.0975,0.003,7.855522422
0.0495,0.0985,0,15.51400226
0.0495,0.0985,0.003,8.821283842
0.0495,0.0995,0,16.4152852
0.0495,0.0995,0.003,9.336407891
0.0505,0.0005,0,2.056409168
0.0505,0.0005,0.003,1.448183184
0.0505,0.0015,0,2.074334502
0.0505,0.0015,0.003,1.585332399
0.0505,0.0025,0,2.092259835
0.0505,0.0025,0.003,1.722481614
0.0505,0.0035,0,2.110185169
0.0505,0.0035,0.003,1.859630829
0.0505,0.0045,0,2.131416509
0.0505,0.0045,0.003,2.008738028
0.0505,0.0055,0,2.155052344
0.0505,0.0055,0.003,2.166542404
0.0505,0.0065,0,2.17868818
0.0505,0.0065,0.003,2.32434678
0.0505,0.0075,0,2.202324015
0.0505,0.0075,0.003,2.482151156
0.0505,0.0085,0,2.217642523
0.0505,0.0085,0.003,2.511294904
0.0505,0.0095,0,2.228655974
0.0505,0.0095,0.003,2.473843781
0.0505,0.0105,0,2.239669426
0.0505,0.0105,0.003,2.436392658
0.0505,0.0115,0,2.250682877
0.0505,0.0115,0.003,2.398941535
0.0505,0.0125,0,2.275780882
0.0505,0.0125,0.003,2.372395841
0.0505,0.0135,0,2.305854953
0.0505,0.0135,0.003,2.34970303
0.0505,0.0145,0,2.335929024
0.0505,0.0145,0.003,2.327010219
0.0505,0.0155,0,2.366003096
0.0505,0.0155,0.003,2.304317408
0.0505,0.0165,0,2.420340702
0.0505,0.0165,0.003,2.469029353
0.0505,0.0175,0,2.480042941
0.0505,0.0175,0.003,2.675176217
0.0505,0.0185,0,2.539745179
0.0505,0.0185,0.003,2.88132308
0.0505,0.0195,0,2.599447418
0.0505,0.0195,0.003,3.087469944
0.0505,0.0205,0,2.68186997
0.0505,0.0205,0.003,3.423955902
0.0505,0.0215,0,2.766846916
0.0505,0.0215,0.003,3.775095602
0.0505,0.0225,0,2.851823863
0.0505,0.0225,0.003,4.126235302
0.0505,0.0235,0,2.93680081
0.0505,0.0235,0.003,4.477375002
0.0505,0.0245,0,3.038452279
0.0505,0.0245,0.003,4.601035533
0.0505,0.0255,0,3.14046256
0.0505,0.0255,0.003,4.719801038
0.0505,0.0265,0,3.24247284
0.0505,0.0265,0.003,4.838566542
0.0505,0.0275,0,3.344682069
0.0505,0.0275,0.003,4.930035914
0.0505,0.0285,0,3.450068089
0.0505,0.0285,0.003,4.585642669
0.0505,0.0295,0,3.555454108
0.0505,0.0295,0.003,4.241249423
0.0505,0.0305,0,3.660840128
0.0505,0.0305,0.003,3.896856178
0.0505,0.0315,0,3.765221744
0.0505,0.0315,0.003,3.55567598
0.0505,0.0325,0,3.863378448
0.0505,0.0325,0.003,3.234409046
0.0505,0.0335,0,3.961535152
0.0505,0.0335,0.003,2.913142111
0.0505,0.0345,0,4.059691856
0.0505,0.0345,0.003,2.591875177
0.0505,0.0355,0,4.156430077
0.0505,0.0355,0.003,2.383684082
0.0505,0.0365,0,4.248107759
0.0505,0.0365,0.003,2.57889913
0.0505,0.0375,0,4.339785441
0.0505,0.0375,0.003,2.774114178
0.0505,0.0385,0,4.431463122
0.0505,0.0385,0.003,2.969329227
0.0505,0.0395,0,4.518304739
0.0505,0.0395,0.003,3.242898088
0.0505,0.0405,0,4.593804757
0.0505,0.0405,0.003,3.700223248
0.0505,0.0415,0,4.669304774
0.0505,0.0415,0.003,4.157548408
0.0505,0.0425,0,4.744804792
0.0505,0.0425,0.003,4.614873567
0.0505,0.0435,0,4.801422928
0.0505,0.0435,0.003,5.030043754
0.0505,0.0445,0,4.827094095
0.0505,0.0445,0.003,5.376122911
0.0505,0.0455,0,4.852765262
0.0505,0.0455,0.003,5.722202068
0.0505,0.0465,0,4.878436429
0.0505,0.0465,0.003,6.068281225
0.0505,0.0475,0,4.882002711
0.0505,0.0475,0.003,6.333267385
0.0505,0.0485,0,4.859508237
0.0505,0.0485,0.003,6.502648218
0.0505,0.0495,0,4.837013764
0.0505,0.0495,0.003,6.672029051
0.0505,0.0505,0,4.814519291
0.0505,0.0505,0.003,6.841409884
0.0505,0.0515,0,4.790231091
0.0505,0.0515,0.003,6.92589133
0.0505,0.0525,0,4.764408337
0.0505,0.0525,0.003,6.937740309
0.0505,0.0535,0,4.738585582
0.0505,0.0535,0.003,6.949589288
0.0505,0.0545,0,4.712762828
0.0505,0.0545,0.003,6.961438267
0.0505,0.0555,0,4.687838602
0.0505,0.0555,0.003,6.842031795
0.0505,0.0565,0,4.66346758
0.0505,0.0565,0.003,6.641814065
0.0505,0.0575,0,4.639096559
0.0505,0.0575,0.003,6.441596334
0.0505,0.0585,0,4.614725538
0.0505,0.0585,0.003,6.241378603
0.0505,0.0595,0,4.57652681
0.0505,0.0595,0.003,5.901505835
0.0505,0.0605,0,4.532371815
0.0505,0.0605,0.003,5.501476831
0.0505,0.0615,0,4.488216819
0.0505,0.0615,0.003,5.101447826
0.0505,0.0625,0,4.444061824
0.0505,0.0625,0.003,4.701418821
0.0505,0.0635,0,4.391477379
0.0505,0.0635,0.003,4.277314703
0.0505,0.0645,0,4.336500618
0.0505,0.0645,0.003,3.846377957
0.0505,0.0655,0,4.281523857
0.0505,0.0655,0.003,3.41544121
0.0505,0.0665,0,4.226547096
0.0505,0.0665,0.003,2.984504463
0.0505,0.0675,0,4.169962383
0.0505,0.0675,0.003,2.698031416
0.0505,0.0685,0,4.113113592
0.0505,0.0685,0.003,2.43528405
0.0505,0.0695,0,4.0562648
0.0505,0.0695,0.003,2.172536684
0.0505,0.0705,0,3.999416009
0.0505,0.0705,0.003,1.909789318
0.0505,0.0715,0,3.950615047
0.0505,0.0715,0.003,1.862213612
0.0505,0.0725,0,3.90233749
0.0505,0.0725,0.003,1.828631974
0.0505,0.0735,0,3.854059933
0.0505,0.0735,0.003,1.795050336
0.0505,0.0745,0,3.806087363
0.0505,0.0745,0.003,1.763600834
0.0505,0.0755,0,3.773917139
0.0505,0.0755,0.003,1.842623728
0.0505,0.0765,0,3.741746914
0.0505,0.0765,0.003,1.921646622
0.0505,0.0775,0,3.709576689
0.0505,0.0775,0.003,2.000669516
0.0505,0.0785,0,3.679905257
0.0505,0.0785,0.003,2.078949233
0.0505,0.0795,0,3.672992012
0.0505,0.0795,0.003,2.150460336
0.0505,0.0805,0,3.666078768
0.0505,0.0805,0.003,2.22197144
0.0505,0.0815,0,3.659165524
0.0505,0.0815,0.003,2.293482544
0.0505,0.0825,0,3.658751949
0.0505,0.0825,0.003,2.360154837
0.0505,0.0835,0,3.688162954
0.0505,0.0835,0.003,2.404623622
0.0505,0.0845,0,3.717573959
0.0505,0.0845,0.003,2.449092406
0.0505,0.0855,0,3.746984965
0.0505,0.0855,0.003,2.493561191
0.0505,0.0865,0,3.793300491
0.0505,0.0865,0.003,2.539919308
0.0505,0.0875,0,3.887996372
0.0505,0.0875,0.003,2.59168465
0.0505,0.0885,0,3.982692254
0.0505,0.0885,0.003,2.643449993
0.0505,0.0895,0,4.077388135
0.0505,0.0895,0.003,2.695215335
0.0505,0.0905,0,4.217937604
0.0505,0.0905,0.003,2.755077048
0.0505,0.0915,0,4.447920857
0.0505,0.0915,0.003,2.830730086
0.0505,0.0925,0,4.67790411
0.0505,0.0925,0.003,2.906383125
0.0505,0.0935,0,4.907887363
0.0505,0.0935,0.003,2.982036163
0.0505,0.0945,0,6.116585061
0.0505,0.0945,0.003,3.62296484
0.0505,0.0955,0,8.682766275
0.0505,0.0955,0.003,5.047934627
0.0505,0.0965,0,11.24894749
0.0505,0.0965,0.003,6.472904414
0.0505,0.0975,0,13.8151287
0.0505,0.0975,0.003,7.897874201
0.0505,0.0985,0,15.55269692
0.0505,0.0985,0.003,8.870737432
0.0505,0.0995,0,16.45811379
0.0505,0.0995,0.003,9.389563519
0.0515,0.0005,0,2.037267615
0.0515,0.0005,0.003,1.422389744
0.0515,0.0015,0,2.057596909
0.0515,0.0015,0.003,1.554650034
0.0515,0.0025,0,2.077926202
0.0515,0.0025,0.003,1.686910323
0.0515,0.0035,0,2.098255495
0.0515,0.0035,0.003,1.819170613
0.0515,0.0045,0,2.12417677
0.0515,0.0045,0.003,1.959641707
0.0515,0.0055,0,2.154165156
0.0515,0.0055,0.003,2.106084613
0.0515,0.0065,0,2.184153542
0.0515,0.0065,0.003,2.252527519
0.0515,0.0075,0,2.214141929
0.0515,0.0075,0.003,2.398970425
0.0515,0.0085,0,2.23731503
0.0515,0.0085,0.003,2.419681576
0.0515,0.0095,0,2.256960532
0.0515,0.0095,0.003,2.375313844
0.0515,0.0105,0,2.276606035
0.0515,0.0105,0.003,2.330946112
0.0515,0.0115,0,2.296251537
0.0515,0.0115,0.003,2.28657838
0.0515,0.0125,0,2.330067258
0.0515,0.0125,0.003,2.265057134
0.0515,0.0135,0,2.368889309
0.0515,0.0135,0.003,2.251607541
0.0515,0.0145,0,2.407711361
0.0515,0.0145,0.003,2.238157948
0.0515,0.0155,0,2.446533413
0.0515,0.0155,0.003,2.224708355
0.0515,0.0165,0,2.507833736
0.0515,0.0165,0.003,2.406667641
0.0515,0.0175,0,2.574103973
0.0515,0.0175,0.003,2.631831545
0.0515,0.0185,0,2.64037421
0.0515,0.0185,0.003,2.856995449
0.0515,0.0195,0,2.706644447
0.0515,0.0195,0.003,3.082159354
0.0515,0.0205,0,2.792283489
0.0515,0.0205,0.003,3.424144438
0.0515,0.0215,0,2.880100124
0.0515,0.0215,0.003,3.779263474
0.0515,0.0225,0,2.967916759
0.0515,0.0225,0.003,4.13438251
0.0515,0.0235,0,3.055733393
0.0515,0.0235,0.003,4.489501546
0.0515,0.0245,0,3.156331385
0.0515,0.0245,0.003,4.606669423
0.0515,0.0255,0,3.257204414
0.0515,0.0255,0.003,4.71871693
0.0515,0.0265,0,3.358077443
0.0515,0.0265,0.003,4.830764438
0.0515,0.0275,0,3.459036592
0.0515,0.0275,0.003,4.916204364
0.0515,0.0285,0,3.561370905
0.0515,0.0285,0.003,4.576776405
0.0515,0.0295,0,3.663705218
0.0515,0.0295,0.003,4.237348446
0.0515,0.0305,0,3.76603953
0.0515,0.0305,0.003,3.897920487
0.0515,0.0315,0,3.867271737
0.0515,0.0315,0.003,3.558377076
0.0515,0.0325,0,3.961673503
0.0515,0.0325,0.003,3.218118145
0.0515,0.0335,0,4.056075269
0.0515,0.0335,0.003,2.877859213
0.0515,0.0345,0,4.150477035
0.0515,0.0345,0.003,2.537600281
0.0515,0.0355,0,4.243344067
0.0515,0.0355,0.003,2.307011197
0.0515,0.0365,0,4.330735826
0.0515,0.0365,0.003,2.467677134
0.0515,0.0375,0,4.418127585
0.0515,0.0375,0.003,2.628343071
0.0515,0.0385,0,4.505519344
0.0515,0.0385,0.003,2.789009009
0.0515,0.0395,0,4.586825157
0.0515,0.0395,0.003,3.039681182
0.0515,0.0405,0,4.653858137
0.0515,0.0405,0.003,3.501437053
0.0515,0.0415,0,4.720891118
0.0515,0.0415,0.003,3.963192924
0.0515,0.0425,0,4.787924098
0.0515,0.0425,0.003,4.424948795
0.0515,0.0435,0,4.834932168
0.0515,0.0435,0.003,4.855633895
0.0515,0.0445,0,4.849119869
0.0515,0.0445,0.003,5.235394719
0.0515,0.0455,0,4.863307571
0.0515,0.0455,0.003,5.615155543
0.0515,0.0465,0,4.877495273
0.0515,0.0465,0.003,5.994916368
0.0515,0.0475,0,4.872589287
0.0515,0.0475,0.003,6.295311545
0.0515,0.0485,0,4.845172621
0.0515,0.0485,0.003,6.50213787
0.0515,0.0495,0,4.817755956
0.0515,0.0495,0.003,6.708964194
0.0515,0.0505,0,4.790339291
0.0515,0.0505,0.003,6.915790519
0.0515,0.0515,0,4.763759536
0.0515,0.0515,0.003,7.038047507
0.0515,0.0525,0,4.737895768
0.0515,0.0525,0.003,7.087954391
0.0515,0.0535,0,4.712032
0.0515,0.0535,0.003,7.137861274
0.0515,0.0545,0,4.686168232
0.0515,0.0545,0.003,7.187768157
0.0515,0.0555,0,4.659443332
0.0515,0.0555,0.003,7.10827544
0.0515,0.0565,0,4.632188251
0.0515,0.0565,0.003,6.949114073
0.0515,0.0575,0,4.60493317
0.0515,0.0575,0.003,6.789952705
0.0515,0.0585,0,4.577678089
0.0515,0.0585,0.003,6.630791338
0.0515,0.0595,0,4.535681431
0.0515,0.0595,0.003,6.317927339
0.0515,0.0605,0,4.487334855
0.0515,0.0605,0.003,5.938856118
0.0515,0.0615,0,4.43898828
0.0515,0.0615,0.003,5.559784898
0.0515,0.0625,0,4.390641705
0.0515,0.0625,0.003,5.180713678
0.0515,0.0635,0,4.335831244
0.0515,0.0635,0.003,4.742852904
0.0515,0.0645,0,4.279186303
0.0515,0.0645,0.003,4.288307382
0.0515,0.0655,0,4.222541361
0.0515,0.0655,0.003,3.833761861
0.0515,0.0665,0,4.16589642
0.0515,0.0665,0.003,3.379216339
0.0515,0.0675,0,4.109230691
0.0515,0.0675,0.003,3.041839515
0.0515,0.0685,0,4.052561549
0.0515,0.0685,0.003,2.723705637
0.0515,0.0695,0,3.995892407
0.0515,0.0695,0.003,2.405571758
0.0515,0.0705,0,3.939223265
0.0515,0.0705,0.003,2.08743788
0.0515,0.0715,0,3.891413558
0.0515,0.0715,0.003,1.993852846
0.0515,0.0725,0,3.844180039
0.0515,0.0725,0.003,1.914871743
0.0515,0.0735,0,3.79694652
0.0515,0.0735,0.003,1.835890639
0.0515,0.0745,0,3.750036146
0.0515,0.0745,0.003,1.759672674
0.0515,0.0755,0,3.71986888
0.0515,0.0755,0.003,1.826621259
0.0515,0.0765,0,3.689701614
0.0515,0.0765,0.003,1.893569845
0.0515,0.0775,0,3.659534348
0.0515,0.0775,0.003,1.96051843
0.0515,0.0785,0,3.63192903
0.0515,0.0785,0.003,2.028626271
0.0515,0.0795,0,3.627657101
0.0515,0.0795,0.003,2.107292232
0.0515,0.0805,0,3.623385171
0.0515,0.0805,0.003,2.185958192
0.0515,0.0815,0,3.619113241
0.0515,0.0815,0.003,2.264624153
0.0515,0.0825,0,3.6214052
0.0515,0.0825,0.003,2.338303496
0.0515,0.0835,0,3.653816414
0.0515,0.0835,0.003,2.389101098
0.0515,0.0845,0,3.686227628
0.0515,0.0845,0.003,2.439898699
0.0515,0.0855,0,3.718638843
0.0515,0.0855,0.003,2.490696301
0.0515,0.0865,0,3.768022784
0.0515,0.0865,0.003,2.541825573
0.0515,0.0875,0,3.865982284
0.0515,0.0875,0.003,2.593904081
0.0515,0.0885,0,3.963941784
0.0515,0.0885,0.003,2.645982589
0.0515,0.0895,0,4.061901283
0.0515,0.0895,0.003,2.698061096
0.0515,0.0905,0,4.205554943
0.0515,0.0905,0.003,2.758125384
0.0515,0.0915,0,4.438331436
0.0515,0.0915,0.003,2.833765302
0.0515,0.0925,0,4.671107928
0.0515,0.0925,0.003,2.909405221
0.0515,0.0935,0,4.903884421
0.0515,0.0935,0.003,2.985045139
0.0515,0.0945,0,6.120552274
0.0515,0.0945,0.003,3.631159911
0.0515,0.0955,0,8.701884058
0.0515,0.0955,0.003,5.068527137
0.0515,0.0965,0,11.28321584
0.0515,0.0965,0.003,6.505894364
0.0515,0.0975,0,13.86454763
0.0515,0.0975,0.003,7.943261591
0.0515,0.0985,0,15.6123316
0.0515,0.0985,0.003,8.924504226
0.0515,0.0995,0,16.52300836
0.0515,0.0995,0.003,9.447674523
0.0525,0.0005,0,2.056268704
0.0525,0.0005,0.003,1.427442743
0.0525,0.0015,0,2.078652276
0.0525,0.0015,0.003,1.553883058
0.0525,0.0025,0,2.101035848
0.0525,0.0025,0.003,1.680323372
0.0525,0.0035,0,2.123419419
0.0525,0.0035,0.003,1.806763686
0.0525,0.0045,0,2.15365098
0.0525,0.0045,0.003,1.936918801
0.0525,0.0055,0,2.189590472
0.0525,0.0055,0.003,2.069775731
0.0525,0.0065,0,2.225529964
0.0525,0.0065,0.003,2.202632662
0.0525,0.0075,0,2.261469456
0.0525,0.0075,0.003,2.335489592
0.0525,0.0085,0,2.292244143
0.0525,0.0085,0.003,2.34497581
0.0525,0.0095,0,2.320345523
0.0525,0.0095,0.003,2.290605224
0.0525,0.0105,0,2.348446903
0.0525,0.0105,0.003,2.236234638
0.0525,0.0115,0,2.376548283
0.0525,0.0115,0.003,2.181864052
0.0525,0.0125,0,2.417436416
0.0525,0.0125,0.003,2.161547788
0.0525,0.0135,0,2.462842104
0.0525,0.0135,0.003,2.1532629
0.0525,0.0145,0,2.508247792
0.0525,0.0145,0.003,2.144978011
0.0525,0.0155,0,2.55365348
0.0525,0.0155,0.003,2.136693123
0.0525,0.0165,0,2.618157255
0.0525,0.0165,0.003,2.330902747
0.0525,0.0175,0,2.68688359
0.0525,0.0175,0.003,2.569883612
0.0525,0.0185,0,2.755609924
0.0525,0.0185,0.003,2.808864478
0.0525,0.0195,0,2.824336259
0.0525,0.0195,0.003,3.047845344
0.0525,0.0205,0,2.909889993
0.0525,0.0205,0.003,3.387657214
0.0525,0.0215,0,2.997335596
0.0525,0.0215,0.003,3.738805295
0.0525,0.0225,0,3.084781198
0.0525,0.0225,0.003,4.089953376
0.0525,0.0235,0,3.172226801
0.0525,0.0235,0.003,4.441101456
0.0525,0.0245,0,3.270240017
0.0525,0.0245,0.003,4.546574481
0.0525,0.0255,0,3.368480634
0.0525,0.0255,0.003,4.64676093
0.0525,0.0265,0,3.46672125
0.0525,0.0265,0.003,4.746947379
0.0525,0.0275,0,3.564994473
0.0525,0.0275,0.003,4.821960485
0.0525,0.0285,0,3.663788352
0.0525,0.0285,0.003,4.495007529
0.0525,0.0295,0,3.762582231
0.0525,0.0295,0.003,4.168054573
0.0525,0.0305,0,3.86137611
0.0525,0.0305,0.003,3.841101617
0.0525,0.0315,0,3.959089639
0.0525,0.0315,0.003,3.511424388
0.0525,0.0325,0,4.050107563
0.0525,0.0325,0.003,3.164863132
0.0525,0.0335,0,4.141125488
0.0525,0.0335,0.003,2.818301876
0.0525,0.0345,0,4.232143412
0.0525,0.0345,0.003,2.47174062
0.0525,0.0355,0,4.321268321
0.0525,0.0355,0.003,2.227999399
0.0525,0.0365,0,4.403639765
0.0525,0.0365,0.003,2.351076004
0.0525,0.0375,0,4.486011209
0.0525,0.0375,0.003,2.47415261
0.0525,0.0385,0,4.568382653
0.0525,0.0385,0.003,2.597229216
0.0525,0.0395,0,4.642591846
0.0525,0.0395,0.003,2.81874813
0.0525,0.0405,0,4.697658832
0.0525,0.0405,0.003,3.271135122
0.0525,0.0415,0,4.752725817
0.0525,0.0415,0.003,3.723522114
0.0525,0.0425,0,4.807792802
0.0525,0.0425,0.003,4.175909105
0.0525,0.0435,0,4.843505622
0.0525,0.0435,0.003,4.612122317
0.0525,0.0445,0,4.847497409
0.0525,0.0445,0.003,5.021827078
0.0525,0.0455,0,4.851489196
0.0525,0.0455,0.003,5.431531839
0.0525,0.0465,0,4.855480983
0.0525,0.0465,0.003,5.841236599
0.0525,0.0475,0,4.845307285
0.0525,0.0475,0.003,6.176290015
0.0525,0.0485,0,4.81843306
0.0525,0.0485,0.003,6.423332546
0.0525,0.0495,0,4.791558836
0.0525,0.0495,0.003,6.670375078
0.0525,0.0505,0,4.764684611
0.0525,0.0505,0.003,6.917417609
0.0525,0.0515,0,4.738106419
0.0525,0.0515,0.003,7.077576366
0.0525,0.0525,0,4.711781488
0.0525,0.0525,0.003,7.163404987
0.0525,0.0535,0,4.685456556
0.0525,0.0535,0.003,7.249233607
0.0525,0.0545,0,4.659131625
0.0525,0.0545,0.003,7.335062228
0.0525,0.0555,0,4.629080129
0.0525,0.0555,0.003,7.297005669
0.0525,0.0565,0,4.596734265
0.0525,0.0565,0.003,7.182675575
0.0525,0.0575,0,4.564388401
0.0525,0.0575,0.003,7.06834548
0.0525,0.0585,0,4.532042537
0.0525,0.0585,0.003,6.954015385
0.0525,0.0595,0,4.486194065
0.0525,0.0595,0.003,6.681650042
0.0525,0.0605,0,4.434529362
0.0525,0.0605,0.003,6.341211207
0.0525,0.0615,0,4.382864658
0.0525,0.0615,0.003,6.000772373
0.0525,0.0625,0,4.331199954
0.0525,0.0625,0.003,5.660333539
0.0525,0.0635,0,4.275006609
0.0525,0.0635,0.003,5.228519255
0.0525,0.0645,0,4.217528014
0.0525,0.0645,0.003,4.770772196
0.0525,0.0655,0,4.16004942
0.0525,0.0655,0.003,4.313025137
0.0525,0.0665,0,4.102570826
0.0525,0.0665,0.003,3.855278078
0.0525,0.0675,0,4.046410459
0.0525,0.0675,0.003,3.474952635
0.0525,0.0685,0,3.990466588
0.0525,0.0685,0.003,3.107342364
0.0525,0.0695,0,3.934522717
0.0525,0.0695,0.003,2.739732092
0.0525,0.0705,0,3.878578846
0.0525,0.0705,0.003,2.37212182
0.0525,0.0715,0,3.832265297
0.0525,0.0715,0.003,2.220294718
0.0525,0.0725,0,3.786578073
0.0525,0.0725,0.003,2.082501455
0.0525,0.0735,0,3.740890849
0.0525,0.0735,0.003,1.944708193
0.0525,0.0745,0,3.695540422
0.0525,0.0745,0.003,1.81030685
0.0525,0.0755,0,3.667640498
0.0525,0.0755,0.003,1.851651166
0.0525,0.0765,0,3.639740574
0.0525,0.0765,0.003,1.892995482
0.0525,0.0775,0,3.611840649
0.0525,0.0775,0.003,1.934339797
0.0525,0.0785,0,3.586574393
0.0525,0.0785,0.003,1.979793198
0.0525,0.0795,0,3.585294729
0.0525,0.0795,0.003,2.062670812
0.0525,0.0805,0,3.584015065
0.0525,0.0805,0.003,2.145548425
0.0525,0.0815,0,3.582735402
0.0525,0.0815,0.003,2.228426039
0.0525,0.0825,0,3.588129001
0.0525,0.0825,0.003,2.307027343
0.0525,0.0835,0,3.624143738
0.0525,0.0835,0.003,2.366006248
0.0525,0.0845,0,3.660158475
0.0525,0.0845,0.003,2.424985153
0.0525,0.0855,0,3.696173212
0.0525,0.0855,0.003,2.483964058
0.0525,0.0865,0,3.749123806
0.0525,0.0865,0.003,2.54134014
0.0525,0.0875,0,3.850544437
0.0525,0.0875,0.003,2.594128979
0.0525,0.0885,0,3.951965067
0.0525,0.0885,0.003,2.646917819
0.0525,0.0895,0,4.053385698
0.0525,0.0895,0.003,2.699706658
0.0525,0.0905,0,4.200244525
0.0525,0.0905,0.003,2.760058402
0.0525,0.0915,0,4.435726949
0.0525,0.0915,0.003,2.83516099
0.0525,0.0925,0,4.671209373
0.0525,0.0925,0.003,2.910263579
0.0525,0.0935,0,4.906691797
0.0525,0.0935,0.003,2.985366167
0.0525,0.0945,0,6.132421086
0.0525,0.0945,0.003,3.637047553
0.0525,0.0955,0,8.731629434
0.0525,0.0955,0.003,5.088447608
0.0525,0.0965,0,11.33083778
0.0525,0.0965,0.003,6.539847663
0.0525,0.0975,0,13.93004613
0.0525,0.0975,0.003,7.991247718
0.0525,0.0985,0,15.68989269
0.0525,0.0985,0.003,8.981963483
0.0525,0.0995,0,16.60679323
0.0525,0.0995,0.003,9.510027743
0.0535,0.0005,0,2.075269793
0.0535,0.0005,0.003,1.432495742
0.0535,0.0015,0,2.099707643
0.0535,0.0015,0.003,1.553116082
0.0535,0.0025,0,2.124145493
0.0535,0.0025,0.003,1.673736421
0.0535,0.0035,0,2.148583343
0.0535,0.0035,0.003,1.79435676
0.0535,0.0045,0,2.18312519
0.0535,0.0045,0.003,1.914195895
0.0535,0.0055,0,2.225015787
0.0535,0.0055,0.003,2.033466849
0.0535,0.0065,0,2.266906385
0.0535,0.0065,0.003,2.152737804
0.0535,0.0075,0,2.308796983
0.0535,0.0075,0.003,2.272008758
0.0535,0.0085,0,2.347173257
0.0535,0.0085,0.003,2.270270044
0.0535,0.0095,0,2.383730514
0.0535,0.0095,0.003,2.205896604
0.0535,0.0105,0,2.420287771
0.0535,0.0105,0.003,2.141523164
0.0535,0.0115,0,2.456845028
0.0535,0.0115,0.003,2.077149723
0.0535,0.0125,0,2.504805575
0.0535,0.0125,0.003,2.058038441
0.0535,0.0135,0,2.556794899
